customer_id,age,income,employment_years,education_level,num_dependents,account_age_months,account_balance,credit_score,num_products,is_active_member,avg_monthly_transactions,total_transactions_12m,avg_transaction_amount,max_transaction_amount,num_large_transactions,num_international_trans,failed_transactions,avg_days_between_trans,transaction_frequency_change,spending_trend,num_complaints,num_service_calls,avg_call_duration_min,satisfaction_score,num_support_tickets,mobile_app_logins_per_month,web_logins_per_month,has_mobile_app,email_open_rate,sms_response_rate,avg_monthly_balance,min_balance_12m,overdraft_count,loan_amount,credit_utilization,churn
CUST_0011,28,51417.918532073,35,2,0,79,-164.29643887571729,728,4,0,19,195,103.59498339439847,282.32471058520673,3,2,0,1.0,-0.3212094848352676,-0.1391804481829092,1,3,5.219035616084103,9,2,16,9,0,0.57407601584746,0.7511533681730987,3862.076943130184,-1000.0,0,11613.51560960236,0.7893310545099245,0.05062121202550912
CUST_0012,28,39984.88296876037,10,2,1,27,3035.3341657190285,807,2,1,7,199,374.9410221900274,176.01297718405982,3,3,1,14.904798349409102,-0.47300438155575797,-0.10840929320051501,2,4,9.964915500799165,7,0,12,8,0,0.9604018188608185,0.5990072127016558,0.0,-274.98798585494603,0,0.0,0.10408270905373096,0.13282512384570788
CUST_0013,41,47295.551168130325,14,3,5,10,2941.4056911965963,425,1,1,14,195,250.46722700761967,469.69064629726256,6,1,3,4.1668728620987325,-0.22582833221340307,-0.08047656933555838,0,4,12.786633663824245,2,0,13,11,0,0.7471427899461557,0.14233202613101692,0.0,4715.824194739215,0,7494.604110910281,0.20383145581119444,0.02449585244572089
CUST_0014,70,36564.26333808043,3,4,5,73,-2465.783465402389,790,5,1,9,188,311.2603858913884,592.3178420326282,5,2,0,3.816528965731859,0.7985913868998022,0.09795124527251581,1,3,8.764161403787993,5,0,13,12,0,0.49181219397067266,0.07402837637331106,528.707345259374,2260.3579129070877,0,9181.911510588943,0.038099497025789075,0.4505897737272492
CUST_0015,53,66568.10784102797,20,4,3,97,3232.258368842179,781,3,0,8,178,10.0,820.0405989807866,5,2,2,7.67141395825497,-0.4560820112452567,-0.15702012997490064,0,2,6.057264003689293,4,1,11,6,1,0.24110298890663484,0.5960268785292011,3094.34587445087,401.2952288215903,1,45462.12202401367,0.1449779454267568,0.11248670724453523
CUST_0016,57,28978.746168002595,12,1,5,96,-5000.0,644,4,1,17,179,23.070525382743327,50.0,3,2,1,7.516459869298946,-0.28129817407455965,0.2487361318697391,0,1,7.5095660091609675,2,1,14,7,1,0.2790370750812956,0.5390641057669271,9361.114797795246,2785.06666097846,2,0.0,0.9131823426695265,0.2160383352293942
CUST_0017,41,21188.73612725008,21,3,5,48,88.46252857895342,520,4,0,17,184,283.8579643717697,547.0651813226267,2,5,2,1.0,0.033918608713090166,0.07371393932629841,0,2,8.550124624446205,2,1,13,9,1,0.7362379546713607,0.8460881077341021,1653.7633322872746,-464.9672091685735,0,22129.969004100825,0.2221449279173131,0.36283624136875253
CUST_0018,20,41039.49076418099,18,2,2,70,2151.245066303292,324,4,1,13,179,10.0,768.4726603847926,5,3,0,6.4591600590682265,0.7192367129172393,0.04488042407858861,0,2,8.281712419841524,10,0,9,10,0,0.7805752732438467,0.32260585085510385,307.53512775279796,815.5177841576601,3,0.0,0.6620972163458629,0.01430979641449423
CUST_0019,39,35044.119549211675,33,3,2,105,2438.2024750461987,827,3,1,17,171,82.83158291503338,824.6557913492991,5,5,1,9.889993718672336,-0.314906475681235,0.01460916349724644,0,4,10.172596741043312,8,2,17,8,1,0.5286933243514326,0.03969085734981015,0.0,-119.82217488584593,0,30246.11068039242,0.6915672491353784,0.01786060676141607
CUST_0020,70,21553.879404790547,13,4,2,59,2585.025541292212,481,1,1,16,165,355.53413406278565,367.8442155129716,6,1,1,12.139621404138229,-0.18858898020432432,-0.004020328298812639,1,0,2.8937700594821374,5,1,14,10,0,0.12094870151670478,0.4237082690910332,412.4436312716075,1915.2570706056074,1,0.0,0.6453254594195881,0.10286174513885238
CUST_0021,19,46915.68002491996,3,4,5,100,4382.35800139871,798,2,0,16,173,53.653526969531,371.57714079106563,1,1,4,6.421185821370097,0.2014514827518346,-0.25390487901694925,0,6,4.758985091151381,8,3,11,8,1,0.9338683736265946,0.9691823039377393,0.0,1904.2427054765478,0,25543.554218132413,0.5539210487358633,0.0
CUST_0022,41,15000.0,26,1,3,59,9794.41518086064,341,1,0,16,154,10.0,472.39263804945585,4,4,2,5.219548090400077,0.18448205451301833,0.05850667911310895,2,1,6.04917096485083,2,0,14,5,0,0.8447627345667349,0.795574904936523,0.0,946.2680479861151,0,13326.134227208804,0.48613034744681183,0.30122914645564425
CUST_0023,61,98193.69068585648,28,1,4,2,13745.170741325226,780,2,1,21,182,154.74745043763284,555.8158113230771,1,2,1,10.623405466792324,-0.2083564613394527,0.38514698202521236,0,2,10.355014878540118,2,2,8,9,1,0.14053877902742284,0.03377217364227314,7007.798667571506,1508.1913492868525,0,0.0,0.41992084178084166,0.6585739936146884
CUST_0024,47,17684.965889607673,27,4,4,29,-1497.6522684826714,738,4,0,18,188,10.0,890.7793434874737,1,3,1,15.95885145533053,-0.25019444587800005,0.1383642820280176,0,1,1.0,3,2,16,13,1,0.05672758362885222,0.8746789038981754,0.0,2773.4977455320336,0,12980.904035651007,0.9168986966182847,0.21158400203804278
CUST_0025,55,38842.51251748128,34,2,1,68,-5000.0,701,1,0,13,179,273.72500729729165,136.971311762896,4,1,1,7.467703604967491,0.13437016021424583,0.087691175718587,0,0,8.769504887143976,10,0,10,14,0,0.5358676827497336,0.4716894896213174,924.3826423148812,1432.5314346218233,1,17733.834903087863,0.0095143608771453,0.10668129129566435
CUST_0026,19,44911.12607882723,7,2,4,65,-5000.0,845,4,0,16,190,60.51412505103056,264.1238829180352,5,4,0,6.0879530826894035,-0.09114443937062854,-0.30699325258840293,3,1,11.903922855784806,8,3,6,9,1,0.284142617729526,0.3647680318179558,1556.4729261786142,951.1009555565236,0,18814.68663779716,0.053489626026915316,0.21952815015259705
CUST_0027,38,97117.12411514053,15,3,4,83,127.97078805072852,644,5,0,17,154,40.47609710880798,100.57660680637036,2,3,0,13.284318297234291,0.08624770806864471,0.2172269553491981,0,1,8.242007978501373,8,2,7,4,1,0.28324970941456795,0.34673954080279157,6581.9456897578475,1353.4309109239807,0,6445.968474002182,0.4925124655026485,0.23374141627300424
CUST_0028,50,15000.0,35,4,2,26,1480.786821834909,344,4,0,8,174,152.93823526640017,628.3262255115033,1,2,0,1.3510523104636007,-0.05080284031250939,0.16050042493160432,1,1,8.376065849650152,3,1,13,10,0,0.08722159275041175,0.5951442530388644,3583.4264591166984,2924.4697317046102,1,48919.43369077401,0.33051008180419306,0.4462168898411989
CUST_0029,29,58551.2522979392,29,4,2,89,-2699.9606619745728,320,4,0,14,193,109.55621475245438,830.4104576784142,5,2,1,7.313243247389358,0.1053991723282804,0.23348555417296524,0,3,6.4874880564938096,1,0,14,4,0,0.9533858352713874,0.5305994184407625,5108.782730638792,-1000.0,0,39191.29587226093,0.40823021310325314,0.12582737918466186
CUST_0030,39,80928.96162361563,17,2,5,10,-5000.0,369,2,0,13,173,175.23491936808202,73.7099736889162,5,2,0,19.038259129284175,0.13644458981594368,-0.18077134387514793,0,1,8.311197774477314,7,1,9,9,1,0.8301664596598446,0.656627244168263,0.0,1331.5834618108343,0,15071.985975185818,0.9978485195589413,0.339386197308625
CUST_0031,61,47256.422412934866,1,2,1,53,438.7917252581183,347,5,1,20,196,202.15044494027006,526.6109920688613,1,1,4,9.266893434908921,-0.5843325325573979,-0.0799735004914455,0,5,5.794465561725676,4,0,9,4,1,0.11383459187591682,0.5736414650400466,0.0,-1000.0,1,0.0,0.7751346991962201,0.25413793428627296
CUST_0032,42,25754.574195724766,12,4,0,79,6814.266201139713,790,4,0,12,195,128.27122565231056,808.7009719934488,3,4,0,10.833914244982834,-0.13890534062518758,-0.2971538811187836,0,4,7.168082491572932,3,0,14,9,1,0.8765987676508302,0.14394457484171852,349.9095151417555,-65.75244131787883,1,0.0,0.877407955988225,0.2858318506706155
CUST_0033,66,52300.375891173535,3,1,1,59,10950.294658355648,586,4,0,9,177,33.85513900139685,735.3640408859096,7,1,0,5.356506196968606,0.10010926435039257,-0.3140118184248935,1,4,5.791723776979978,5,0,10,3,1,0.682956055963137,0.2572360087583182,2286.6213602593257,4270.059224011602,0,5965.50217983037,0.3685745642456141,0.32869373130489493
CUST_0034,44,93177.53149731192,25,4,1,22,-574.2305310832116,309,5,1,14,191,223.05082850647648,731.8261573595471,3,1,2,9.931512853328801,0.24317360709627045,-0.11538365336721478,2,1,7.103111639346142,6,0,7,11,1,0.3254411318286087,0.8410295721018342,8789.712359906876,-1000.0,0,8559.802741524985,0.23956044000617682,0.14177958246309222
CUST_0035,59,39605.35388080722,24,4,3,51,870.0217785656596,841,5,1,21,173,80.65901818976717,143.03737313202555,2,5,0,13.079305604723285,-0.09959411093978712,0.09355307486338736,0,3,6.4120667144845225,1,1,7,7,1,0.8712505544151318,0.6632585146956299,0.0,-1000.0,0,0.0,0.7679904683224461,0.19008850306839883
CUST_0036,45,90904.58670194415,29,2,5,48,-4266.983088473107,573,1,1,9,190,63.091102549429834,730.8303232754404,2,1,1,1.0,-0.5533650213814207,-0.08328386050629176,0,3,2.094030545558855,9,2,17,4,0,0.5980221877819584,0.4484006254147411,13443.995264705722,-1000.0,0,1843.9982226467246,0.8075760942571126,0.26135411888723853
CUST_0037,33,61466.67280025542,10,2,3,21,4685.608296252236,680,2,1,17,179,164.2660615156051,444.2223446944966,5,0,2,6.518572092323741,0.37473474762430387,-0.13382943825308144,2,4,1.0,6,1,13,8,1,0.8486698443343861,0.18260143183386535,3862.559888264479,1925.0675988205849,0,0.0,0.5498984459741876,0.2679723077316449
CUST_0038,32,85812.85529340628,6,1,1,22,-3484.286341908146,628,5,0,14,201,10.0,821.048544366284,2,1,1,8.748735938878838,0.256695444253522,0.0678872352081724,0,0,8.39614385021773,3,0,11,6,0,0.4692679244872524,0.007691035977311911,0.0,237.04964609100114,0,0.0,0.8959415146473043,0.41683577621936385
CUST_0039,64,60467.07730690352,30,1,1,100,10731.278132412,778,5,1,11,192,189.0876033147053,634.7499665704197,2,1,2,6.7182011811610955,0.03163970647213359,-0.6484311734726094,2,1,11.019398281216274,1,2,9,5,0,0.5006510401618275,0.3118874031886181,0.0,-1000.0,0,10206.379378882533,0.9673252567953258,0.22664088358446627
CUST_0040,68,42890.60770076741,9,3,1,98,-5000.0,314,3,1,14,188,169.57620038841893,255.34977100709568,3,2,3,4.564329753159697,-0.1393538296991428,-0.10848271412202147,1,1,15.771224232142272,9,1,14,6,1,0.2910100294109561,0.054846956926668744,2201.577579498514,2915.6060613801847,1,33885.85437581401,0.4710206784313101,0.3435716881329438
CUST_0041,61,95971.49965934883,38,4,4,30,1403.703275475376,815,5,0,13,198,262.18196402730194,583.6435866663518,2,2,0,13.975918543906868,0.1800941374733123,0.06765980514196397,0,0,13.487838038135836,2,3,12,5,0,0.38769269194470823,0.4822841330874551,2661.639465675972,1354.53024040116,0,0.0,0.22266666778073219,0.015611224385697342
CUST_0042,72,60630.88382014009,12,2,3,25,8011.073391917421,490,2,0,15,189,99.96078604156065,745.5548181357237,3,2,1,8.018145746348605,-0.13648543577924221,-0.08068548795317798,1,3,12.521073424537636,10,0,10,8,1,0.5677520691282214,0.8218014527582085,3066.1436176136176,-1000.0,1,6799.394767415453,0.5171131070513137,0.2935016949093807
CUST_0043,69,59160.73839507903,30,1,1,109,6838.3451632250435,467,4,0,12,170,282.48315320222673,348.0907792765497,2,0,1,3.4943745279148892,0.2628029851174915,0.2598409359078549,0,1,9.146100608126142,6,0,9,11,0,0.9470592237086173,0.2853986613822973,6187.87210666093,56.697031251294106,0,9722.637264499359,0.9895332236756368,0.0
CUST_0044,74,75188.89079013573,6,3,2,28,31930.336639804966,820,4,1,16,177,202.96429005018757,538.6405976362839,2,0,0,11.921151087555224,0.5390266924002232,-0.13225873975987062,1,3,8.596179107883094,6,0,10,9,1,0.6001177599681348,0.8477541615550496,0.0,4765.291063406625,0,15591.260395913165,0.29292685968307997,0.4302059726415566
CUST_0045,20,78103.80957713838,35,3,5,65,8498.000245679075,436,4,0,16,173,147.3210825556761,99.0171269153056,0,2,1,13.948752564472949,-0.14628894540428147,-0.11843081827111146,0,6,4.054188893943194,3,0,7,5,0,0.14737819178039357,0.7045643960865894,3531.6960344216604,-119.22969886329645,0,2344.3701178445563,0.617599323732801,0.23259600861785404
CUST_0046,54,75321.41160595248,19,2,5,113,-5000.0,453,4,1,16,187,331.66959255060374,664.7095803892037,7,5,0,12.703727308876749,0.23413247944006557,-0.197209534068733,1,1,3.488778052167623,6,0,11,9,1,0.006996185476486727,0.12526232935486536,1325.0706181932167,-1000.0,0,0.0,0.6939836640699472,0.12592442167887244
CUST_0047,68,21231.95117646234,3,2,2,45,4045.3575291092698,687,3,0,15,190,159.52127308467837,483.1208859121852,5,4,0,4.921906394566009,-0.1965437924452631,-0.15153957794875184,2,1,8.952552950619097,2,2,11,9,0,0.85098785550868,0.6445618912695833,11233.59361155801,1440.178056293019,2,19686.65884795176,0.213928794345277,0.20106733899436624
CUST_0048,24,39069.111698103065,6,3,5,68,-5000.0,508,5,0,7,182,98.1632672372349,774.2259177888586,1,2,0,5.137939317876228,0.3082068838652812,0.055402240598804865,0,7,3.8250331824505324,8,1,5,9,0,0.36432542336615303,0.1516798073055432,0.0,1265.2482480581184,0,0.0,0.5884591228221657,0.3015542412474779
CUST_0049,38,38586.77621327956,0,1,4,7,4194.002507032391,571,4,1,11,183,162.3839993071491,656.2600417632138,1,4,1,1.7995575647239033,-0.07395773160126168,0.1616212559915006,0,2,7.547090149327429,1,0,12,9,0,0.3149659396398329,0.6547909202749187,13725.795919608836,3165.3103914455637,0,15726.84083752526,0.3145070059691154,0.3982214554154927
CUST_0050,26,35522.994268803115,12,3,4,49,-3330.5605700075866,442,1,0,18,169,96.10308328860171,377.84804181853525,2,2,2,8.269957111846535,0.43434879965129497,0.43098357380631847,0,1,1.0,6,1,9,10,0,0.8007311229423819,0.1427144847281061,0.0,-283.64597264287124,1,0.0,0.8542096090867421,0.19877064194458374
CUST_0051,56,33197.40586491102,21,4,0,9,14153.902755601617,368,4,0,19,200,187.3646680594694,246.08933349483812,3,2,0,12.492791063926763,-0.08330005219103351,0.11548321831733165,1,1,10.335694762098527,1,2,6,7,0,0.9453642990898354,0.392511366015566,0.0,1383.3704063320442,0,13657.706627316018,0.7147535707060442,0.4508151265661292
CUST_0052,35,38224.40222123261,20,4,0,36,-495.402745955349,546,5,0,17,189,282.0687281997505,177.0799498022949,2,1,2,9.82090503430639,-0.26931485984947284,-0.2355680639913917,0,3,2.826278039797776,9,1,13,11,0,0.7480450883519564,0.5665942702381936,1519.1491916718096,993.0882074458399,2,27407.64694215151,0.8262664274789908,0.25709335743599787
CUST_0053,21,63398.71857135402,21,2,0,83,3832.3408420475334,560,4,0,17,202,149.1995967510741,347.7734001653731,3,3,0,15.76034899785467,-0.10030441973506081,0.2483302213987087,1,3,1.0,9,1,10,11,1,0.1738473129114323,0.05037417142394174,4080.38113112353,487.32955228468325,0,0.0,0.19968239459195536,0.20989412496939364
CUST_0054,42,67360.23218124572,27,1,5,1,-1355.5784140440337,378,3,0,14,167,159.01396600733278,766.1290108357274,4,2,0,1.0,-0.06691843154884035,0.09742794897598678,0,0,11.61229012867117,6,0,9,7,1,0.39137829359104226,0.15330834485452738,1183.6729392714242,1147.3216887802,0,4477.342597331002,0.03457470568556764,0.40643162727576543
CUST_0055,31,54959.10083389755,8,1,4,10,22388.513518533313,824,2,1,20,167,229.78311945292873,50.0,3,2,1,7.700896362171329,0.07090401089269871,0.00573867202744935,0,0,12.815374275281005,6,2,12,11,0,0.7593985524347406,0.32040882505224644,5987.431495409612,1703.9430019757094,1,3691.090360515688,0.8505256848098749,0.5317021983105324
CUST_0056,67,44349.191535889506,25,4,4,36,1787.572338820883,629,2,1,22,187,268.72400241081306,189.28256670832081,9,3,1,11.158292118325978,-0.09866130598521093,0.21346171342164388,1,2,7.5776536062131985,9,1,8,7,0,0.9069258146705733,0.46232008577186134,752.6483164564356,1600.6377388502815,1,44177.11356158375,0.38675420041642994,0.2662841172489174
CUST_0057,26,86886.5812163405,8,3,4,73,23325.57043479202,488,5,0,15,181,104.73647347841762,757.6998279971124,3,1,1,3.9555134045812683,0.07364596734565401,0.4735908116915294,1,2,4.414412776078933,5,4,9,6,0,0.9986000639496602,0.8584872939214344,0.0,2336.063697455122,0,8080.334297880514,0.17972241191214866,0.299515232586822
CUST_0058,43,52710.84848375407,14,2,2,109,13141.517621182666,394,2,1,17,211,167.23360062036298,898.6856809254248,4,0,1,1.3424017545068114,0.07893642064236196,-0.03779824873379543,0,2,11.591403230988384,9,1,14,4,1,0.5115609071381858,0.18727308835398215,0.0,-1000.0,0,7392.146222701847,0.09189536526730491,0.26879168926255537
CUST_0059,70,78426.81300787945,9,3,4,46,9820.667273353862,307,2,1,12,172,230.22623074467492,205.05239503288277,1,2,0,1.0,-0.1282313944901583,-0.16659369350405975,0,1,4.154982901055163,5,0,13,7,0,0.8225248183419498,0.34747095050252563,9302.345402941162,-1000.0,0,8702.67200086588,0.5165008060570913,0.09112995380888728
CUST_0060,19,40766.84673628056,23,3,2,106,8687.331473175196,366,1,1,11,217,182.9952256077038,185.95727816552983,4,1,2,7.522005154259775,0.09852124789212639,0.2654859913498525,0,3,7.2118111407726895,4,3,11,9,0,0.046631642777384075,0.4757762362801806,4921.910504709624,926.7145729945578,0,30293.381896887,0.15012795261194578,0.16653843422364925
CUST_0061,37,65342.81999880186,7,3,0,32,8937.972982162515,795,5,0,11,189,10.0,922.1480718715712,1,4,1,1.0,-0.17587237868090763,0.53126245035794,0,1,14.741547919850213,2,0,11,10,0,0.28582474975496797,0.29577855598936875,0.0,731.7250425799388,0,430.53372125320675,0.5666920244412568,0.24008724389430885
CUST_0062,45,88552.21260764787,23,1,0,32,-5000.0,490,5,0,13,181,248.27269599114214,462.9216741297855,4,4,1,14.365200661671514,0.5999442201042661,0.028976933479419605,0,2,9.876328803363359,2,0,15,6,1,0.3715134033474893,0.6257477787208708,738.361835120666,-1000.0,1,21899.96552520187,0.7273065425127446,0.3430594962867869
CUST_0063,64,15000.0,15,4,5,6,2211.166058492435,665,2,0,18,164,202.28813147137356,231.6372862618535,2,1,0,9.574687296996022,0.08973701680090249,0.0061824193302654285,0,3,7.769217255189162,1,1,3,5,0,0.9755238452818941,0.2566024347759701,0.0,-169.76007052918192,0,0.0,0.5350581715162521,0.3665410212894941
CUST_0064,24,38622.867904398045,25,1,0,48,13451.579711843217,820,2,1,19,180,209.39487402068067,813.3853668165859,5,3,5,5.996300195450626,0.18369746225966688,0.03442346934616588,1,0,6.62054171476589,10,1,11,7,1,0.003393648214860545,0.7723504211132434,16628.783676845393,-1000.0,0,0.0,0.903699782688481,0.4957848025202082
CUST_0065,61,69843.55439603029,26,4,5,38,4511.028165258945,416,2,1,21,177,30.784927234663925,651.0442389811998,3,2,3,6.597513331488533,-0.05860314129888793,0.08986600657130868,0,2,8.219132524223284,3,1,9,13,0,0.3080207377625931,0.5051540948511833,3915.525951411064,1675.3837337056505,0,15562.328577669112,0.1555696243356378,0.5168780760580597
CUST_0066,25,85320.37684206714,36,2,1,17,-5000.0,566,3,0,13,143,165.23899347021725,720.9962079905913,4,2,2,12.409626805704391,-0.21617886335982903,-0.28169443318992016,1,2,9.330035312882744,1,4,14,7,0,0.9304122596129039,0.0863048834611102,0.0,-1000.0,1,28213.416016422012,0.493953473250499,0.1257779562948194
CUST_0067,64,60077.83869866266,3,2,1,74,4475.955494225305,784,4,0,9,191,234.33452334046285,247.2681254720959,1,1,1,13.704497639302367,0.2508001174668335,0.061179595175473625,0,0,2.3724018434164087,6,0,14,12,1,0.30667823504401126,0.6269988952319576,0.0,929.3944994077459,0,4250.070235552794,0.16319045938663224,0.26959016574915684
CUST_0068,52,56239.318232485115,23,3,3,114,22041.055162554912,808,3,1,14,206,61.94193950967977,612.4476023237914,2,1,0,2.33041098722311,0.09896589723593766,0.05469125315928908,2,1,14.041285703360199,7,1,14,9,0,0.22506676581457685,0.5692435037987573,0.0,2550.174617147327,0,4144.420401395102,0.8759019264465465,0.29222847550841946
CUST_0069,31,95264.46158058252,18,4,5,27,17468.917155347197,597,5,1,15,207,87.94554501556166,873.8858482769479,3,2,0,3.334195636653911,-0.7839805617510054,0.04318583020379497,1,1,5.709305470154469,9,3,12,14,0,0.7300885114359835,0.3385973542066727,4463.245289888665,-1000.0,0,19528.476686181864,0.9322392763511381,0.2556077021569916
CUST_0070,34,86849.83476472046,35,4,3,54,4379.959906339683,463,1,0,18,171,236.0479121067596,692.2383081944656,6,1,0,5.2133383882171795,0.5776946027622165,0.033400954845514134,2,1,6.977373581961473,7,0,8,9,0,0.7453388929998653,0.011157078389021358,0.0,-1000.0,0,9840.253718821827,0.39999588164284783,0.1886020563233104
CUST_0071,53,33285.45157380751,38,4,3,50,14514.492770580866,675,4,1,15,177,83.28973752293382,775.9609755059267,5,2,0,3.8769755058362287,0.22134753703597596,0.019255474879905875,1,2,12.068107105415294,4,0,14,5,1,0.4721778826475085,0.20070154217437253,0.0,-1000.0,1,20200.015235619314,0.30574825784867465,0.4668073179299151
CUST_0072,67,57910.274503018925,9,3,1,35,1334.9297963194817,567,1,1,16,182,129.14911224544602,920.9427649888705,4,3,0,1.0,-0.11431877724996824,-0.42026308979881793,0,4,7.29263766964716,4,0,12,6,1,0.9469174698654234,0.40570952888235257,1743.470439605739,-1000.0,0,0.0,0.27931609542924873,0.3045238746949296
CUST_0073,57,64004.22505338788,24,3,5,116,-5000.0,848,5,1,20,204,46.5381340892755,628.3009159266065,3,2,1,2.925607268822853,0.18168972753141044,-0.1442088013239015,1,0,12.40513207367919,8,0,9,5,0,0.20270707954184186,0.19991403379329742,2585.429227590542,580.6580954629962,0,0.0,0.8597273459907343,0.0
CUST_0074,21,97964.98435034216,17,2,1,85,-4244.6598812955435,373,5,1,18,188,331.9938567319166,330.4637217852503,5,1,0,3.4809378040207872,0.12649317246481326,0.1711716764484657,0,3,7.764868357616067,4,1,9,4,0,0.9134158339795975,0.5774911209396778,229.17864625599668,-1000.0,0,9075.599922018371,0.6824419246266452,0.35140334038190485
CUST_0075,19,76651.76290106996,18,1,3,25,20628.88768508198,807,1,1,17,161,202.0622765168559,763.1333460595861,3,2,0,1.0,0.14858514491291208,0.21808978015820096,1,1,8.49666460930802,1,1,12,10,1,0.7555080765252957,0.7123248939262568,923.7322107907812,3712.1681352879896,0,16777.332362991918,0.8805930546538343,0.38516129759388995
CUST_0076,23,52410.597502459415,35,4,5,28,2260.069181706958,372,1,1,16,199,124.46050232938335,168.2883947298128,3,3,1,9.201401377323947,-0.26115925975219334,-0.08457284543337817,0,1,9.076864015616215,9,0,5,6,1,0.3682083408540474,0.8560176567508356,0.0,-1000.0,0,8052.076876888578,0.11751682948378306,0.1154507302105997
CUST_0077,71,60501.85822009052,9,4,3,111,2566.160206249819,607,1,1,12,196,105.76248094677968,433.3041518366874,5,1,0,6.370892464311772,0.02134668266414131,-0.19130493442638916,3,0,9.869529307192437,3,0,13,12,0,0.8069086197233739,0.6469826186837487,5230.706483857244,-1000.0,0,11197.663203351814,0.47602792786407,0.1344800428517801
CUST_0078,59,15000.0,32,1,4,15,2001.6180372511944,498,5,0,6,164,27.163537685261346,676.423768738748,5,2,0,10.086435770734305,0.09062186843172103,0.14339309544627798,0,1,10.797517038349271,1,0,13,4,0,0.13320217641375387,0.6890092212548127,0.0,622.7473553588985,2,19098.320995423404,0.6761790944650958,0.20558038650051405
